transaction_id,customer_id,amount,category,payment_method,location,timestamp,is_fraud
TXN00857,CUST3190,0.04,electronics,card,Chennai,2024-01-01 14:17:00,0
TXN00858,CUST3712,90.02,health,netbanking,Delhi,2024-01-01 14:18:00,0
TXN00859,CUST3192,267.58,health,upi,Pune,2024-01-01 14:19:00,0
TXN00860,CUST2248,183.12,electronics,upi,Pune,2024-01-01 14:20:00,0
TXN00861,CUST5033,183.97975925831722,travel,card,Delhi,2024-01-01 14:21:00,1
TXN00862,CUST2997,72.4,travel,card,Delhi,2024-01-01 14:22:00,0
TXN00863,CUST4687,82.13,electronics,wallet,Delhi,2024-01-01 14:23:00,0
TXN00864,CUST5018,167.79,health,card,Delhi,2024-01-01 14:24:00,0
TXN00865,CUST2970,1004.0684929242766,food,wallet,Pune,2024-01-01 14:25:00,1
TXN00866,CUST9389,539.1,shopping,wallet,Chennai,2024-01-01 14:26:00,0
TXN00867,CUST6765,277.33,food,upi,Delhi,2024-01-01 14:27:00,0
TXN00868,CUST2202,370.24,food,card,Bangalore,2024-01-01 14:28:00,0
TXN00869,CUST9135,127.01,health,upi,Pune,2024-01-01 14:29:00,0
TXN00870,CUST6567,98.79,shopping,wallet,Mumbai,2024-01-01 14:30:00,0
TXN00871,CUST8667,99.75,shopping,upi,Chennai,2024-01-01 14:31:00,0
TXN00872,CUST6742,191.44,travel,upi,Pune,2024-01-01 14:32:00,0
TXN00873,CUST6788,26.53,electronics,wallet,Delhi,2024-01-01 14:33:00,0
TXN00874,CUST6408,173.26,health,netbanking,Bangalore,2024-01-01 14:34:00,0
TXN00875,CUST9669,218.8,shopping,netbanking,Mumbai,2024-01-01 14:35:00,0
TXN00876,CUST1922,115.57,health,card,Chennai,2024-01-01 14:36:00,0
TXN00877,CUST1419,612.23,travel,upi,Delhi,2024-01-01 14:37:00,0
TXN00878,CUST3204,187.41,food,card,Pune,2024-01-01 14:38:00,0
TXN00879,CUST2120,185.99170918752944,shopping,upi,Pune,2024-01-01 14:39:00,1
TXN00880,CUST1950,130.48,travel,card,Chennai,2024-01-01 14:40:00,0
TXN00881,CUST3336,225.04,health,card,Bangalore,2024-01-01 14:41:00,0
TXN00882,CUST6373,78.2,travel,wallet,Delhi,2024-01-01 14:42:00,0
TXN00883,CUST3243,16.6,travel,netbanking,Chennai,2024-01-01 14:43:00,0
TXN00884,CUST3645,175.14,travel,netbanking,Chennai,2024-01-01 14:44:00,0
TXN00885,CUST5612,590.8,travel,netbanking,Pune,2024-01-01 14:45:00,0
TXN00886,CUST2865,132.75,travel,wallet,Chennai,2024-01-01 14:46:00,0
TXN00887,CUST7028,473.12,travel,netbanking,Mumbai,2024-01-01 14:47:00,0
TXN00888,CUST8326,360.39,electronics,wallet,Mumbai,2024-01-01 14:48:00,0
TXN00889,CUST7371,31.9,health,upi,Delhi,2024-01-01 14:49:00,0
TXN00890,CUST7359,246.32,food,wallet,Chennai,2024-01-01 14:50:00,0
TXN00891,CUST8863,114.35,health,card,Pune,2024-01-01 14:51:00,0
TXN00892,CUST4228,57.6,shopping,card,Delhi,2024-01-01 14:52:00,0
TXN00893,CUST4719,232.27,shopping,upi,Bangalore,2024-01-01 14:53:00,0
TXN00894,CUST3371,271.47,health,upi,Pune,2024-01-01 14:54:00,0
TXN00895,CUST3891,39.66,travel,card,Bangalore,2024-01-01 14:55:00,0
TXN00896,CUST4756,491.72,electronics,netbanking,Delhi,2024-01-01 14:56:00,0
TXN00897,CUST5225,278.18,food,netbanking,Mumbai,2024-01-01 14:57:00,0
TXN00898,CUST1094,541.74,travel,netbanking,Pune,2024-01-01 14:58:00,0
TXN00899,CUST3674,76.27,health,upi,Pune,2024-01-01 14:59:00,0
TXN00900,CUST7898,560.48,health,card,Delhi,2024-01-01 15:00:00,0
TXN00901,CUST1793,91.94,electronics,wallet,Pune,2024-01-01 15:01:00,0
TXN00902,CUST3116,46.42957751794928,electronics,upi,Pune,2024-01-01 15:02:00,1
TXN00903,CUST6779,287.91,health,card,Delhi,2024-01-01 15:03:00,0
TXN00904,CUST7166,243.15,travel,netbanking,Chennai,2024-01-01 15:04:00,0
TXN00905,CUST1814,182.22,travel,netbanking,Delhi,2024-01-01 15:05:00,0
TXN00906,CUST1345,134.63,travel,netbanking,Pune,2024-01-01 15:06:00,0
TXN00907,CUST9554,6.54,food,card,Delhi,2024-01-01 15:07:00,0
TXN00908,CUST3443,195.95,food,netbanking,Pune,2024-01-01 15:08:00,0
TXN00909,CUST8783,107.86,travel,card,Bangalore,2024-01-01 15:09:00,0
TXN00910,CUST1984,164.29,health,upi,Bangalore,2024-01-01 15:10:00,0
TXN00911,CUST8790,112.19,electronics,wallet,Mumbai,2024-01-01 15:11:00,0
TXN00912,CUST1827,676.61,shopping,netbanking,Delhi,2024-01-01 15:12:00,0
TXN00913,CUST4531,185.32,electronics,upi,Delhi,2024-01-01 15:13:00,0
TXN00914,CUST8147,276.65,electronics,upi,Bangalore,2024-01-01 15:14:00,0
TXN00915,CUST5451,550.86,shopping,card,Bangalore,2024-01-01 15:15:00,0
TXN00916,CUST4876,179.1,travel,upi,Bangalore,2024-01-01 15:16:00,0
TXN00917,CUST6959,2.43,electronics,card,Mumbai,2024-01-01 15:17:00,0
TXN00918,CUST1126,6.98,shopping,card,Mumbai,2024-01-01 15:18:00,0
TXN00919,CUST4177,672.77275927744,health,upi,Chennai,2024-01-01 15:19:00,1
TXN00920,CUST9795,65.45,health,card,Delhi,2024-01-01 15:20:00,0
TXN00921,CUST7024,173.2,health,card,Mumbai,2024-01-01 15:21:00,0
TXN00922,CUST6109,45.2,travel,card,Pune,2024-01-01 15:22:00,0
TXN00923,CUST5146,63.01,electronics,upi,Delhi,2024-01-01 15:23:00,0
TXN00924,CUST8196,446.5371079532494,electronics,wallet,Chennai,2024-01-01 15:24:00,1
TXN00925,CUST4368,742.38,food,card,Bangalore,2024-01-01 15:25:00,0
TXN00926,CUST4797,191.56,health,netbanking,Chennai,2024-01-01 15:26:00,0
TXN00927,CUST2792,550.24,travel,upi,Delhi,2024-01-01 15:27:00,0
TXN00928,CUST6732,640.7,shopping,upi,Bangalore,2024-01-01 15:28:00,0
TXN00929,CUST4476,46.67,travel,card,Chennai,2024-01-01 15:29:00,0
TXN00930,CUST4417,74.56,electronics,upi,Chennai,2024-01-01 15:30:00,0
TXN00931,CUST2645,293.93,health,netbanking,Delhi,2024-01-01 15:31:00,0
TXN00932,CUST4030,403.13,food,wallet,Mumbai,2024-01-01 15:32:00,0
TXN00933,CUST3872,146.47,travel,upi,Pune,2024-01-01 15:33:00,0
TXN00934,CUST4072,4385.533633967558,food,upi,Chennai,2024-01-01 15:34:00,1
TXN00935,CUST2854,2.33,electronics,upi,Pune,2024-01-01 15:35:00,0
TXN00936,CUST5021,217.89402819990784,shopping,card,Delhi,2024-01-01 15:36:00,1
TXN00937,CUST5662,958.8497223048389,travel,netbanking,Delhi,2024-01-01 15:37:00,1
TXN00938,CUST7514,126.71,electronics,wallet,Mumbai,2024-01-01 15:38:00,0
TXN00939,CUST6031,24.8,health,netbanking,Bangalore,2024-01-01 15:39:00,0
TXN00940,CUST3708,91.71,travel,netbanking,Pune,2024-01-01 15:40:00,0
TXN00941,CUST8112,23.513799022749684,food,upi,Chennai,2024-01-01 15:41:00,1
TXN00942,CUST9393,205.86,travel,wallet,Bangalore,2024-01-01 15:42:00,0
TXN00943,CUST4507,446.5,electronics,netbanking,Pune,2024-01-01 15:43:00,0
TXN00944,CUST7456,432.35,electronics,wallet,Pune,2024-01-01 15:44:00,0
TXN00945,CUST5212,960.9960996289511,food,card,Bangalore,2024-01-01 15:45:00,1
TXN00946,CUST8970,125.39,electronics,upi,Bangalore,2024-01-01 15:46:00,0
TXN00947,CUST9766,143.5,travel,card,Mumbai,2024-01-01 15:47:00,0
TXN00948,CUST1536,77.76190746308029,food,wallet,Chennai,2024-01-01 15:48:00,1
TXN00949,CUST2625,83.41,electronics,upi,Chennai,2024-01-01 15:49:00,0
TXN00950,CUST8973,41.58,electronics,card,Chennai,2024-01-01 15:50:00,0
TXN00951,CUST9577,344.3,travel,upi,Bangalore,2024-01-01 15:51:00,0
TXN00952,CUST9070,492.44,electronics,card,Mumbai,2024-01-01 15:52:00,0
TXN00953,CUST9666,153.97,travel,netbanking,Delhi,2024-01-01 15:53:00,0
TXN00954,CUST9609,260.22,health,upi,Mumbai,2024-01-01 15:54:00,0
TXN00955,CUST7490,25.9,travel,wallet,Bangalore,2024-01-01 15:55:00,0
TXN00956,CUST4600,700.6733027519384,shopping,upi,Mumbai,2024-01-01 15:56:00,1
TXN00957,CUST7783,242.66,electronics,wallet,Bangalore,2024-01-01 15:57:00,0
TXN00958,CUST5971,120.58,health,card,Pune,2024-01-01 15:58:00,0
TXN00959,CUST2205,55.75,food,card,Pune,2024-01-01 15:59:00,0
TXN00960,CUST2990,419.72,shopping,wallet,Delhi,2024-01-01 16:00:00,0
TXN00961,CUST6299,271.66,food,card,Pune,2024-01-01 16:01:00,0
TXN00962,CUST4572,460.23,shopping,upi,Delhi,2024-01-01 16:02:00,0
TXN00963,CUST6975,341.19,health,card,Chennai,2024-01-01 16:03:00,0
TXN00964,CUST7320,928.67,health,wallet,Bangalore,2024-01-01 16:04:00,0
TXN00965,CUST5380,42.68,health,wallet,Chennai,2024-01-01 16:05:00,0
TXN00966,CUST5757,18.15,shopping,netbanking,Chennai,2024-01-01 16:06:00,0
TXN00967,CUST3713,82.2,travel,wallet,Delhi,2024-01-01 16:07:00,0
TXN00968,CUST6588,27.62,food,card,Bangalore,2024-01-01 16:08:00,0
TXN00969,CUST1966,148.1,travel,wallet,Delhi,2024-01-01 16:09:00,0
TXN00970,CUST5944,200.49,travel,card,Mumbai,2024-01-01 16:10:00,0
TXN00971,CUST4432,172.69,electronics,card,Chennai,2024-01-01 16:11:00,0
TXN00972,CUST1688,60.02,food,netbanking,Bangalore,2024-01-01 16:12:00,0
TXN00973,CUST5243,478.99,shopping,card,Chennai,2024-01-01 16:13:00,0
TXN00974,CUST4701,4.28,electronics,wallet,Mumbai,2024-01-01 16:14:00,0
TXN00975,CUST9533,85.55,electronics,wallet,Mumbai,2024-01-01 16:15:00,0
TXN00976,CUST6182,253.87,health,wallet,Bangalore,2024-01-01 16:16:00,0
TXN00977,CUST7704,291.28,shopping,card,Bangalore,2024-01-01 16:17:00,0
TXN00978,CUST5422,107.61,travel,wallet,Mumbai,2024-01-01 16:18:00,0
TXN00979,CUST2759,3.41,travel,upi,Chennai,2024-01-01 16:19:00,0
TXN00980,CUST3482,192.49,travel,upi,Pune,2024-01-01 16:20:00,0
TXN00981,CUST9058,13.03,health,wallet,Chennai,2024-01-01 16:21:00,0
TXN00982,CUST1951,22.83,travel,card,Pune,2024-01-01 16:22:00,0
TXN00983,CUST9914,210.11,food,wallet,Delhi,2024-01-01 16:23:00,0
TXN00984,CUST3079,74.94,travel,upi,Bangalore,2024-01-01 16:24:00,0
TXN00985,CUST3717,85.55,travel,card,Mumbai,2024-01-01 16:25:00,0
TXN00986,CUST5524,133.42,food,wallet,Delhi,2024-01-01 16:26:00,0
TXN00987,CUST9477,768.67,health,card,Chennai,2024-01-01 16:27:00,0
TXN00988,CUST8311,673.02,electronics,wallet,Pune,2024-01-01 16:28:00,0
TXN00989,CUST8186,107.66,shopping,netbanking,Bangalore,2024-01-01 16:29:00,0
TXN00990,CUST3065,279.59669910730685,health,card,Pune,2024-01-01 16:30:00,1
TXN00991,CUST1768,72.08,travel,upi,Chennai,2024-01-01 16:31:00,0
TXN00992,CUST6490,62.61,electronics,upi,Chennai,2024-01-01 16:32:00,0
TXN00993,CUST7645,151.96,shopping,upi,Mumbai,2024-01-01 16:33:00,0
TXN00994,CUST6083,186.72,shopping,upi,Delhi,2024-01-01 16:34:00,0
TXN00995,CUST6232,134.19,shopping,wallet,Bangalore,2024-01-01 16:35:00,0
TXN00996,CUST6797,104.85,food,wallet,Mumbai,2024-01-01 16:36:00,0
TXN00997,CUST5926,47.47,food,card,Pune,2024-01-01 16:37:00,0
TXN00998,CUST7016,131.75,electronics,netbanking,Delhi,2024-01-01 16:38:00,0
TXN00999,CUST4335,83.44,travel,netbanking,Bangalore,2024-01-01 16:39:00,0
TXN01000,CUST9038,156.0,electronics,card,Pune,2024-01-01 16:40:00,0
TXN01001,CUST5873,224.9,travel,upi,Bangalore,2024-01-01 16:41:00,0
TXN01002,CUST2481,200.65,health,netbanking,Bangalore,2024-01-01 16:42:00,0
TXN01003,CUST7305,124.16,shopping,netbanking,Delhi,2024-01-01 16:43:00,0
TXN01004,CUST4451,162.41,shopping,card,Pune,2024-01-01 16:44:00,0
TXN01005,CUST1054,67.05,food,upi,Mumbai,2024-01-01 16:45:00,0
TXN01006,CUST8643,4.91,health,wallet,Mumbai,2024-01-01 16:46:00,0
TXN01007,CUST4462,196.18,health,wallet,Mumbai,2024-01-01 16:47:00,0
TXN01008,CUST1832,58.22,travel,netbanking,Bangalore,2024-01-01 16:48:00,0
TXN01009,CUST6954,221.1,health,wallet,Chennai,2024-01-01 16:49:00,0
TXN01010,CUST9519,274.88,food,card,Delhi,2024-01-01 16:50:00,0
TXN01011,CUST8221,495.22,travel,netbanking,Mumbai,2024-01-01 16:51:00,0
TXN01012,CUST4310,634.6,electronics,netbanking,Delhi,2024-01-01 16:52:00,0
TXN01013,CUST4300,2.12,travel,upi,Bangalore,2024-01-01 16:53:00,0
TXN01014,CUST7722,928.66,electronics,wallet,Delhi,2024-01-01 16:54:00,0
TXN01015,CUST8218,229.78,travel,upi,Mumbai,2024-01-01 16:55:00,0
TXN01016,CUST8776,206.3,shopping,netbanking,Mumbai,2024-01-01 16:56:00,0
TXN01017,CUST4675,3.07,electronics,wallet,Bangalore,2024-01-01 16:57:00,0
TXN01018,CUST4054,1556.3966691317617,food,upi,Bangalore,2024-01-01 16:58:00,1
TXN01019,CUST8970,31.45,electronics,wallet,Pune,2024-01-01 16:59:00,0
TXN01020,CUST3143,363.21,electronics,netbanking,Bangalore,2024-01-01 17:00:00,0
TXN01021,CUST6207,3.14,travel,netbanking,Chennai,2024-01-01 17:01:00,0
TXN01022,CUST3538,207.67,shopping,netbanking,Chennai,2024-01-01 17:02:00,0
TXN01023,CUST5547,114.12,travel,card,Mumbai,2024-01-01 17:03:00,0
TXN01024,CUST6619,44.82,travel,upi,Bangalore,2024-01-01 17:04:00,0
TXN01025,CUST9356,22.76,shopping,upi,Chennai,2024-01-01 17:05:00,0
TXN01026,CUST7612,116.01,travel,netbanking,Chennai,2024-01-01 17:06:00,0
TXN01027,CUST6005,26.32,shopping,upi,Pune,2024-01-01 17:07:00,0
TXN01028,CUST1822,133.28,food,netbanking,Bangalore,2024-01-01 17:08:00,0
TXN01029,CUST1943,196.28,shopping,upi,Pune,2024-01-01 17:09:00,0
TXN01030,CUST7150,351.34,health,wallet,Delhi,2024-01-01 17:10:00,0
TXN01031,CUST5425,227.04,shopping,upi,Pune,2024-01-01 17:11:00,0
TXN01032,CUST9966,13.48,shopping,netbanking,Delhi,2024-01-01 17:12:00,0
TXN01033,CUST3198,73.47,health,upi,Delhi,2024-01-01 17:13:00,0
TXN01034,CUST5242,67.93,shopping,wallet,Bangalore,2024-01-01 17:14:00,0
TXN01035,CUST4695,493.1,electronics,wallet,Delhi,2024-01-01 17:15:00,0
TXN01036,CUST4452,404.66,travel,wallet,Delhi,2024-01-01 17:16:00,0
TXN01037,CUST2308,258.45468678495433,travel,netbanking,Pune,2024-01-01 17:17:00,1
TXN01038,CUST5177,14.76,food,card,Bangalore,2024-01-01 17:18:00,0
TXN01039,CUST9705,449.07,food,netbanking,Bangalore,2024-01-01 17:19:00,0
TXN01040,CUST7852,438.19,health,wallet,Delhi,2024-01-01 17:20:00,0
TXN01041,CUST7035,1330.8299380610554,electronics,upi,Pune,2024-01-01 17:21:00,1
TXN01042,CUST4594,372.97,food,wallet,Pune,2024-01-01 17:22:00,0
TXN01043,CUST5841,130.88,travel,card,Pune,2024-01-01 17:23:00,0
TXN01044,CUST2409,39.06,food,card,Pune,2024-01-01 17:24:00,0
TXN01045,CUST5566,129.82,food,wallet,Mumbai,2024-01-01 17:25:00,0
TXN01046,CUST5491,136.48,shopping,netbanking,Delhi,2024-01-01 17:26:00,0
TXN01047,CUST2555,134.64,food,card,Delhi,2024-01-01 17:27:00,0
TXN01048,CUST1804,154.77,health,wallet,Delhi,2024-01-01 17:28:00,0
TXN01049,CUST2279,59.59,travel,netbanking,Bangalore,2024-01-01 17:29:00,0
TXN01050,CUST8083,254.55350085540914,health,upi,Bangalore,2024-01-01 17:30:00,1
TXN01051,CUST6986,113.9,health,netbanking,Pune,2024-01-01 17:31:00,0
TXN01052,CUST6619,28.11,electronics,card,Bangalore,2024-01-01 17:32:00,0
TXN01053,CUST2387,121.53,shopping,netbanking,Chennai,2024-01-01 17:33:00,0
TXN01054,CUST3679,332.64,health,netbanking,Delhi,2024-01-01 17:34:00,0
TXN01055,CUST3106,352.12,electronics,upi,Delhi,2024-01-01 17:35:00,0
TXN01056,CUST9173,106.06,travel,wallet,Mumbai,2024-01-01 17:36:00,0
TXN01057,CUST5223,146.3,travel,netbanking,Mumbai,2024-01-01 17:37:00,0
TXN01058,CUST5831,6.85,electronics,upi,Chennai,2024-01-01 17:38:00,0
TXN01059,CUST3768,224.44,health,card,Mumbai,2024-01-01 17:39:00,0
TXN01060,CUST4186,103.71,health,wallet,Pune,2024-01-01 17:40:00,0
TXN01061,CUST3573,117.93,shopping,card,Pune,2024-01-01 17:41:00,0
TXN01062,CUST3599,413.78,shopping,wallet,Delhi,2024-01-01 17:42:00,0
TXN01063,CUST5033,123.92,travel,netbanking,Pune,2024-01-01 17:43:00,0
TXN01064,CUST9428,4.28,shopping,netbanking,Mumbai,2024-01-01 17:44:00,0
TXN01065,CUST2304,51.62,electronics,wallet,Chennai,2024-01-01 17:45:00,0
TXN01066,CUST8368,129.11,travel,card,Pune,2024-01-01 17:46:00,0
TXN01067,CUST6877,110.47,health,card,Delhi,2024-01-01 17:47:00,0
TXN01068,CUST2301,393.75,travel,card,Delhi,2024-01-01 17:48:00,0
TXN01069,CUST3541,156.24,food,netbanking,Mumbai,2024-01-01 17:49:00,0
TXN01070,CUST3051,234.0,travel,wallet,Pune,2024-01-01 17:50:00,0
TXN01071,CUST7809,126.72,shopping,wallet,Mumbai,2024-01-01 17:51:00,0
TXN01072,CUST9633,115.84,electronics,card,Delhi,2024-01-01 17:52:00,0
TXN01073,CUST9996,118.22,health,netbanking,Chennai,2024-01-01 17:53:00,0
TXN01074,CUST1074,105.84,health,wallet,Pune,2024-01-01 17:54:00,0
TXN01075,CUST7981,154.69,shopping,wallet,Chennai,2024-01-01 17:55:00,0
TXN01076,CUST6475,57.65,shopping,card,Pune,2024-01-01 17:56:00,0
TXN01077,CUST9232,443.38,shopping,card,Delhi,2024-01-01 17:57:00,0
TXN01078,CUST8184,81.02,food,wallet,Pune,2024-01-01 17:58:00,0
TXN01079,CUST6796,31.92,electronics,netbanking,Delhi,2024-01-01 17:59:00,0
TXN01080,CUST8141,20.31,food,upi,Bangalore,2024-01-01 18:00:00,0
TXN01081,CUST2622,2.7,shopping,wallet,Delhi,2024-01-01 18:01:00,0
TXN01082,CUST9041,109.93,electronics,wallet,Delhi,2024-01-01 18:02:00,0
TXN01083,CUST1341,41.56,shopping,netbanking,Pune,2024-01-01 18:03:00,0
TXN01084,CUST3074,4.38,electronics,wallet,Chennai,2024-01-01 18:04:00,0
TXN01085,CUST8992,146.8,health,upi,Delhi,2024-01-01 18:05:00,0
TXN01086,CUST1645,728.8193156460719,food,netbanking,Pune,2024-01-01 18:06:00,1
TXN01087,CUST5263,17.93,shopping,upi,Delhi,2024-01-01 18:07:00,0
TXN01088,CUST9801,123.58,shopping,upi,Mumbai,2024-01-01 18:08:00,0
TXN01089,CUST7136,272.23,travel,wallet,Mumbai,2024-01-01 18:09:00,0
TXN01090,CUST9646,851.0,health,upi,Mumbai,2024-01-01 18:10:00,0
TXN01091,CUST3969,220.04,shopping,wallet,Mumbai,2024-01-01 18:11:00,0
TXN01092,CUST4028,56.17,food,wallet,Chennai,2024-01-01 18:12:00,0
TXN01093,CUST8643,252.15,health,netbanking,Delhi,2024-01-01 18:13:00,0
TXN01094,CUST3681,182.23,shopping,netbanking,Mumbai,2024-01-01 18:14:00,0
TXN01095,CUST4629,47.6,food,netbanking,Pune,2024-01-01 18:15:00,0
TXN01096,CUST5225,380.91,travel,wallet,Mumbai,2024-01-01 18:16:00,0
TXN01097,CUST4067,469.7383024108572,travel,upi,Bangalore,2024-01-01 18:17:00,1
TXN01098,CUST6941,653.92,food,upi,Bangalore,2024-01-01 18:18:00,0
TXN01099,CUST2386,256.68,health,netbanking,Chennai,2024-01-01 18:19:00,0
TXN01100,CUST3866,206.88,food,netbanking,Bangalore,2024-01-01 18:20:00,0
TXN01101,CUST5788,260.65,food,wallet,Pune,2024-01-01 18:21:00,0
TXN01102,CUST6490,130.05,travel,card,Mumbai,2024-01-01 18:22:00,0
TXN01103,CUST5124,140.73,travel,card,Bangalore,2024-01-01 18:23:00,0
TXN01104,CUST9340,381.04,travel,wallet,Bangalore,2024-01-01 18:24:00,0
TXN01105,CUST4850,228.47,shopping,card,Chennai,2024-01-01 18:25:00,0
TXN01106,CUST6415,455.08,shopping,card,Bangalore,2024-01-01 18:26:00,0
TXN01107,CUST8679,442.96,electronics,card,Mumbai,2024-01-01 18:27:00,0
TXN01108,CUST7819,750.07,shopping,netbanking,Delhi,2024-01-01 18:28:00,0
TXN01109,CUST9378,240.94,health,upi,Mumbai,2024-01-01 18:29:00,0
TXN01110,CUST2333,139.55,health,upi,Bangalore,2024-01-01 18:30:00,0
TXN01111,CUST5150,36.38,travel,netbanking,Bangalore,2024-01-01 18:31:00,0
TXN01112,CUST7766,244.41,food,netbanking,Bangalore,2024-01-01 18:32:00,0
TXN01113,CUST3711,68.94,travel,netbanking,Chennai,2024-01-01 18:33:00,0
TXN01114,CUST5853,66.52,food,card,Pune,2024-01-01 18:34:00,0
TXN01115,CUST7212,54.44,travel,wallet,Mumbai,2024-01-01 18:35:00,0
TXN01116,CUST8479,416.08,travel,wallet,Bangalore,2024-01-01 18:36:00,0
TXN01117,CUST6408,404.94,health,card,Delhi,2024-01-01 18:37:00,0
TXN01118,CUST8715,639.1655176288872,food,card,Chennai,2024-01-01 18:38:00,1
TXN01119,CUST9942,538.5146516017452,electronics,netbanking,Pune,2024-01-01 18:39:00,1
TXN01120,CUST2762,223.02,electronics,netbanking,Bangalore,2024-01-01 18:40:00,0
TXN01121,CUST8101,186.91,travel,upi,Mumbai,2024-01-01 18:41:00,0
TXN01122,CUST8674,107.48,travel,netbanking,Delhi,2024-01-01 18:42:00,0
TXN01123,CUST7122,95.49,health,card,Chennai,2024-01-01 18:43:00,0
TXN01124,CUST1481,96.51,food,upi,Mumbai,2024-01-01 18:44:00,0
TXN01125,CUST1153,177.9,travel,netbanking,Mumbai,2024-01-01 18:45:00,0
TXN01126,CUST8617,208.64,electronics,upi,Chennai,2024-01-01 18:46:00,0
TXN01127,CUST2524,120.2,food,upi,Mumbai,2024-01-01 18:47:00,0
TXN01128,CUST3120,692.77,travel,netbanking,Delhi,2024-01-01 18:48:00,0
TXN01129,CUST3343,17.51,food,wallet,Delhi,2024-01-01 18:49:00,0
TXN01130,CUST6136,85.25,health,card,Mumbai,2024-01-01 18:50:00,0
TXN01131,CUST6760,108.63,electronics,card,Bangalore,2024-01-01 18:51:00,0
TXN01132,CUST2240,3.41,food,upi,Mumbai,2024-01-01 18:52:00,0
TXN01133,CUST1060,90.81,electronics,wallet,Bangalore,2024-01-01 18:53:00,0
TXN01134,CUST2639,63.96,travel,wallet,Mumbai,2024-01-01 18:54:00,0
TXN01135,CUST7185,141.06,shopping,netbanking,Pune,2024-01-01 18:55:00,0
TXN01136,CUST8970,293.5164763511662,food,netbanking,Delhi,2024-01-01 18:56:00,1
TXN01137,CUST2252,259.06,electronics,card,Mumbai,2024-01-01 18:57:00,0
TXN01138,CUST5203,142.64,food,netbanking,Delhi,2024-01-01 18:58:00,0
TXN01139,CUST9363,27.8,travel,netbanking,Chennai,2024-01-01 18:59:00,0
TXN01140,CUST4549,277.31,travel,upi,Pune,2024-01-01 19:00:00,0
TXN01141,CUST5197,20.9,electronics,wallet,Bangalore,2024-01-01 19:01:00,0
TXN01142,CUST8009,365.33,health,wallet,Chennai,2024-01-01 19:02:00,0
TXN01143,CUST7667,535.96,food,netbanking,Pune,2024-01-01 19:03:00,0
TXN01144,CUST3322,77.85,food,netbanking,Chennai,2024-01-01 19:04:00,0
TXN01145,CUST5090,521.12,travel,netbanking,Delhi,2024-01-01 19:05:00,0
TXN01146,CUST7960,315.02,food,card,Pune,2024-01-01 19:06:00,0
TXN01147,CUST4004,511.33,electronics,card,Chennai,2024-01-01 19:07:00,0
TXN01148,CUST6136,219.48,shopping,upi,Bangalore,2024-01-01 19:08:00,0
TXN01149,CUST1329,53.74,travel,card,Pune,2024-01-01 19:09:00,0
TXN01150,CUST4640,449.85,shopping,wallet,Pune,2024-01-01 19:10:00,0
TXN01151,CUST8982,40.73,food,card,Chennai,2024-01-01 19:11:00,0
TXN01152,CUST5107,122.26238910170345,health,wallet,Mumbai,2024-01-01 19:12:00,1
TXN01153,CUST2341,63.23,electronics,card,Bangalore,2024-01-01 19:13:00,0
TXN01154,CUST9407,72.55,food,card,Bangalore,2024-01-01 19:14:00,0
TXN01155,CUST1338,144.51,electronics,upi,Chennai,2024-01-01 19:15:00,0
TXN01156,CUST6895,249.97,food,netbanking,Delhi,2024-01-01 19:16:00,0
TXN01157,CUST3708,521.3,food,netbanking,Delhi,2024-01-01 19:17:00,0
TXN01158,CUST2750,39.08588269471152,food,netbanking,Mumbai,2024-01-01 19:18:00,1
TXN01159,CUST6604,2146.8058769086965,travel,upi,Mumbai,2024-01-01 19:19:00,1
TXN01160,CUST3421,508.48,shopping,wallet,Chennai,2024-01-01 19:20:00,0
TXN01161,CUST8119,11.1,health,card,Delhi,2024-01-01 19:21:00,0
TXN01162,CUST9901,416.5160647189505,shopping,upi,Bangalore,2024-01-01 19:22:00,1
TXN01163,CUST6319,335.48,shopping,wallet,Delhi,2024-01-01 19:23:00,0
TXN01164,CUST7609,189.13,electronics,upi,Chennai,2024-01-01 19:24:00,0
TXN01165,CUST6387,302.0,travel,upi,Delhi,2024-01-01 19:25:00,0
TXN01166,CUST4993,253.9,travel,wallet,Pune,2024-01-01 19:26:00,0
TXN01167,CUST9680,137.34,food,netbanking,Chennai,2024-01-01 19:27:00,0
TXN01168,CUST9044,8.42,shopping,card,Pune,2024-01-01 19:28:00,0
TXN01169,CUST9238,175.54,health,netbanking,Chennai,2024-01-01 19:29:00,0
TXN01170,CUST5873,9.96,electronics,upi,Bangalore,2024-01-01 19:30:00,0
TXN01171,CUST5806,185.13,travel,wallet,Chennai,2024-01-01 19:31:00,0
TXN01172,CUST9592,322.3,food,upi,Chennai,2024-01-01 19:32:00,0
TXN01173,CUST6913,175.89,health,netbanking,Chennai,2024-01-01 19:33:00,0
TXN01174,CUST8124,1163.29,shopping,netbanking,Chennai,2024-01-01 19:34:00,0
TXN01175,CUST4157,121.71,health,netbanking,Mumbai,2024-01-01 19:35:00,0
TXN01176,CUST1390,276.32,travel,card,Pune,2024-01-01 19:36:00,0
TXN01177,CUST5430,220.05,electronics,netbanking,Chennai,2024-01-01 19:37:00,0
TXN01178,CUST9820,951.94,shopping,card,Chennai,2024-01-01 19:38:00,0
TXN01179,CUST8686,249.81,electronics,card,Mumbai,2024-01-01 19:39:00,0
TXN01180,CUST5232,35.83,health,netbanking,Delhi,2024-01-01 19:40:00,0
