transaction_id,customer_id,amount,currency,transaction_date,transaction_time,category,payment_method,status,merchant_name,description
TXN000237,CUST020,85.68,USD,2026-02-08,05:36:15,Dining,Check,Completed,TacoTruck,Dining transaction
TXN000238,CUST177,42.5,USD,2026-04-03,02:32:47,Travel,Debit Card,Completed,AirlineBookings,Travel service
TXN000239,CUST199,59.81,USD,2026-02-11,00:40:17,Beauty,Check,Completed,BarberShop,Beauty service
TXN000240,CUST022,31.59,USD,2026-04-09,19:18:51,Clothing,Digital Wallet,Completed,FashionHub,Payment for clothing
TXN000241,CUST093,185.78,USD,2026-01-14,02:00:19,Education,Debit Card,Completed,TutorHub,Education service
TXN000242,CUST143,23.03,USD,2026-03-13,16:26:06,Electronics,Auto-Pay,Pending,TechMart,Electronics purchase
TXN000243,CUST075,492.36,USD,2026-02-22,12:49:05,Books,Digital Wallet,Completed,AcademicBooks,Books transaction
TXN000244,CUST036,48.63,USD,2026-02-04,09:17:31,Entertainment,Bank Transfer,Completed,StreamMax,Entertainment purchase
TXN000245,CUST093,74.1,USD,2026-02-02,07:46:40,Education,Digital Wallet,Completed,SkillBuild,Education service
TXN000246,CUST086,70.29,USD,2026-04-18,19:24:51,Home,Digital Wallet,Completed,DesignStudio,Home transaction
TXN000247,CUST123,78.74,USD,2026-02-10,05:25:20,Food,Cash,Completed,CafeElegant,Payment for food
TXN000248,CUST101,212.97,USD,2026-02-16,03:59:36,Clothing,Credit Card,Failed,ClothingDirect,Clothing service
TXN000249,CUST182,428.48,USD,2026-01-27,14:51:18,Home,Check,Completed,HomeMart,Home transaction
TXN000250,CUST163,175.89,USD,2026-02-08,07:16:42,Entertainment,Mobile Payment,Completed,EventTickets,Entertainment service
TXN000251,CUST140,138.02,USD,2026-01-05,11:44:57,Beauty,Debit Card,Completed,SkinCare,Payment for beauty
TXN000252,CUST043,266.06,USD,2026-03-24,19:02:36,Sports,Check,Completed,RunnerStore,Sports purchase
TXN000253,CUST067,40.94,USD,2026-01-29,16:47:33,Utilities,Auto-Pay,Completed,TelecomPlus,Utilities transaction
TXN000254,CUST089,141.69,USD,2026-01-04,15:06:18,Health,Digital Wallet,Completed,PharmaCare,Payment for health
TXN000255,CUST117,111.08,USD,2026-04-11,06:33:30,Travel,Mobile Payment,Completed,RideShare,Payment for travel
TXN000256,CUST012,104.8,USD,2026-04-14,22:07:01,Home,Digital Wallet,Pending,DesignStudio,Home transaction
TXN000257,CUST133,231.15,USD,2026-01-23,17:10:21,Utilities,Check,Completed,GasCompany,Utilities transaction
TXN000258,CUST164,307.35,USD,2026-03-26,13:25:01,Books,Check,Completed,AcademicBooks,Books transaction
TXN000259,CUST053,132.08,USD,2026-02-05,22:51:50,Groceries,Digital Wallet,Completed,MegaMart,Groceries transaction
TXN000260,CUST118,259.69,USD,2026-01-15,08:42:55,Education,Check,Completed,SkillBuild,Education purchase
TXN000261,CUST090,356.56,USD,2026-02-15,14:39:11,Home,Digital Wallet,Completed,DesignStudio,Home transaction
TXN000262,CUST079,93.5,USD,2026-01-15,05:23:44,Entertainment,Check,Completed,TheatreTickets,Entertainment service
TXN000263,CUST163,78.55,USD,2026-03-10,22:58:41,Automotive,Digital Wallet,Completed,CarService,Automotive service
TXN000264,CUST159,487.34,USD,2026-01-07,11:00:31,Entertainment,Mobile Payment,Completed,CinemaTickets,Entertainment service
TXN000265,CUST107,116.55,USD,2026-04-01,14:31:10,Groceries,Bank Transfer,Completed,MegaMart,Groceries transaction
TXN000266,CUST138,25.85,USD,2026-02-06,05:49:29,Dining,Debit Card,Completed,TacoTruck,Payment for dining
TXN000267,CUST139,69.52,USD,2026-04-16,01:48:46,Education,Cash,Completed,SkillBuild,Education purchase
TXN000268,CUST116,191.09,USD,2026-02-03,11:55:52,Groceries,Cash,Completed,FarmFresh,Payment for groceries
TXN000269,CUST182,434.74,USD,2026-03-20,20:27:10,Dining,Credit Card,Completed,FoodCourt,Payment for dining
TXN000270,CUST153,143.34,USD,2026-03-10,05:20:45,Food,Debit Card,Completed,RestaurantXYZ,Food service
TXN000271,CUST016,109.6,USD,2026-02-05,20:08:44,Home,Cash,Completed,FurnitureStore,Home service
TXN000272,CUST126,20.57,USD,2026-01-19,18:40:17,Sports,Debit Card,Completed,RunnerStore,Payment for sports
TXN000273,CUST178,118.38,USD,2026-04-23,11:29:31,Travel,Debit Card,Completed,CarRental,Travel service
TXN000274,CUST163,145.54,USD,2026-03-27,22:22:54,Groceries,Cash,Completed,MegaMart,Payment for groceries
TXN000275,CUST073,462.95,USD,2026-02-13,17:36:08,Dining,Credit Card,Completed,TacoTruck,Dining service
TXN000276,CUST005,106.4,USD,2026-01-16,05:28:29,Electronics,Digital Wallet,Pending,CompUSA,Payment for electronics
TXN000277,CUST041,103.03,USD,2026-04-22,08:05:41,Travel,Digital Wallet,Completed,TravelAgent,Payment for travel
TXN000278,CUST186,76.75,USD,2026-03-31,07:27:41,Groceries,Digital Wallet,Completed,FreshMart,Groceries service
TXN000279,CUST003,76.88,USD,2026-01-02,22:21:52,Groceries,Cash,Completed,FarmFresh,Groceries purchase
TXN000280,CUST027,413.61,USD,2026-02-10,11:56:19,Entertainment,Digital Wallet,Completed,EventTickets,Entertainment transaction
TXN000281,CUST018,111.14,USD,2026-03-09,18:00:39,Sports,Digital Wallet,Pending,FitnessZone,Sports service
TXN000282,CUST056,273.04,USD,2026-01-12,03:08:48,Groceries,Check,Completed,MegaMart,Groceries transaction
TXN000283,CUST064,95.06,USD,2026-02-05,20:05:15,Utilities,Credit Card,Completed,TelecomPlus,Payment for utilities
TXN000284,CUST053,17.64,USD,2026-03-08,19:32:12,Books,Cash,Completed,LibraryMember,Books purchase
TXN000285,CUST062,476.87,USD,2026-03-05,20:38:04,Utilities,Digital Wallet,Completed,PowerCorp,Utilities service
TXN000286,CUST094,19.45,USD,2026-03-11,21:11:48,Education,Bank Transfer,Completed,OnlineCourses,Education purchase
TXN000287,CUST102,66.32,USD,2026-03-06,09:40:45,Utilities,Digital Wallet,Completed,GasCompany,Payment for utilities
TXN000288,CUST021,98.8,USD,2026-03-07,06:51:09,Utilities,Debit Card,Completed,InternetISP,Utilities service
TXN000289,CUST187,95.72,USD,2026-04-19,07:03:15,Groceries,Credit Card,Completed,FarmFresh,Groceries transaction
TXN000290,CUST031,58.54,USD,2026-01-02,22:08:44,Electronics,Bank Transfer,Completed,ElectroHub,Electronics transaction
TXN000291,CUST192,70.11,USD,2026-04-10,08:46:56,Groceries,Debit Card,Completed,FreshMart,Groceries purchase
TXN000292,CUST128,32.02,USD,2026-02-28,16:23:03,Education,Debit Card,Pending,SkillBuild,Education purchase
TXN000293,CUST059,76.05,USD,2026-04-05,16:00:02,Home,Check,Pending,HomeMart,Home transaction
TXN000294,CUST010,68.28,USD,2026-03-12,22:47:41,Health,Auto-Pay,Completed,GymMembership,Health purchase
TXN000295,CUST147,122.61,USD,2026-02-17,03:32:43,Automotive,Credit Card,Failed,GasStation,Automotive purchase
TXN000296,CUST120,73.94,USD,2026-04-21,09:49:54,Food,Auto-Pay,Completed,RestaurantXYZ,Payment for food
TXN000297,CUST190,421.56,USD,2026-03-21,07:29:23,Dining,Cash,Completed,TacoTruck,Dining service
TXN000298,CUST007,150.51,USD,2026-01-30,17:22:40,Home,Check,Completed,HomeMart,Payment for home
TXN000299,CUST027,199.83,USD,2026-01-27,16:15:26,Education,Bank Transfer,Completed,OnlineCourses,Education transaction
TXN000300,CUST134,80.76,USD,2026-02-22,22:57:23,Education,Check,Completed,OnlineCourses,Education purchase
TXN000301,CUST112,287.53,USD,2026-03-26,04:15:18,Food,Auto-Pay,Completed,RestaurantXYZ,Payment for food
TXN000302,CUST060,24.79,USD,2026-01-10,06:08:49,Beauty,Mobile Payment,Completed,SkinCare,Beauty service
TXN000303,CUST031,129.35,USD,2026-03-10,11:49:13,Education,Debit Card,Completed,TutorHub,Payment for education
TXN000304,CUST181,109.56,USD,2026-03-31,19:02:13,Home,Auto-Pay,Completed,DesignStudio,Home purchase
TXN000305,CUST174,344.58,USD,2026-02-08,08:52:11,Electronics,Cash,Completed,CompUSA,Electronics purchase
TXN000306,CUST036,125.31,USD,2026-01-16,00:03:53,Beauty,Auto-Pay,Completed,CosmeticShop,Beauty purchase
TXN000307,CUST150,219.21,USD,2026-03-17,08:58:52,Groceries,Mobile Payment,Completed,FreshMart,Groceries purchase
TXN000308,CUST085,111.42,USD,2026-01-16,01:29:03,Entertainment,Mobile Payment,Completed,TheatreTickets,Entertainment service
TXN000309,CUST045,30.81,USD,2026-02-15,06:58:11,Food,Cash,Completed,RestaurantXYZ,Food service
TXN000310,CUST106,68.69,USD,2026-04-23,17:30:03,Groceries,Cash,Completed,GroceryPlus,Groceries purchase
TXN000311,CUST098,89.19,USD,2026-04-11,22:22:30,Utilities,Auto-Pay,Completed,GasCompany,Utilities transaction
TXN000312,CUST007,148.81,USD,2026-02-10,19:14:01,Automotive,Auto-Pay,Completed,TireShop,Automotive transaction
TXN000313,CUST041,471.04,USD,2026-01-13,07:42:15,Food,Credit Card,Completed,SushiBar,Food transaction
TXN000314,CUST148,92.95,USD,2026-04-19,12:22:59,Home,Auto-Pay,Pending,FurnitureStore,Home purchase
TXN000315,CUST181,442.84,USD,2026-03-31,11:36:36,Entertainment,Mobile Payment,Completed,TheatreTickets,Entertainment transaction
TXN000316,CUST126,76.92,USD,2026-01-05,02:03:14,Dining,Auto-Pay,Pending,FoodCourt,Dining transaction
TXN000317,CUST034,30.68,USD,2026-02-13,22:11:58,Beauty,Digital Wallet,Completed,SpaRelax,Payment for beauty
TXN000318,CUST019,55.16,USD,2026-02-17,22:42:25,Dining,Digital Wallet,Completed,FineDining,Dining service
TXN000319,CUST164,140.04,USD,2026-03-04,20:20:11,Books,Auto-Pay,Completed,AcademicBooks,Books transaction
TXN000320,CUST097,482.08,USD,2026-02-09,23:44:18,Entertainment,Check,Pending,CinemaTickets,Entertainment purchase
TXN000321,CUST047,24.58,USD,2026-03-19,10:58:51,Dining,Mobile Payment,Completed,FoodCourt,Dining purchase
TXN000322,CUST061,384.51,USD,2026-02-14,10:10:40,Automotive,Auto-Pay,Completed,GasStation,Payment for automotive
TXN000323,CUST054,166.85,USD,2026-02-01,22:04:22,Food,Mobile Payment,Completed,CoffeeShop,Food transaction
TXN000324,CUST106,426.06,USD,2026-03-05,12:22:34,Health,Cash,Completed,PharmaCare,Health purchase
TXN000325,CUST009,134.31,USD,2026-02-07,00:20:16,Groceries,Digital Wallet,Completed,FreshMart,Groceries purchase
TXN000326,CUST087,101.51,USD,2026-03-18,19:57:30,Books,Check,Completed,BookStore,Books purchase
TXN000327,CUST085,49.41,USD,2026-01-27,06:26:44,Utilities,Cash,Completed,TelecomPlus,Utilities service
TXN000328,CUST147,51.24,USD,2026-03-12,15:09:03,Travel,Mobile Payment,Completed,AirlineBookings,Travel purchase
TXN000329,CUST053,65.65,USD,2026-01-22,20:18:05,Education,Mobile Payment,Pending,OnlineCourses,Payment for education
TXN000330,CUST024,72.41,USD,2026-03-24,17:24:11,Travel,Bank Transfer,Completed,RideShare,Payment for travel
TXN000331,CUST058,58.13,USD,2026-04-18,08:36:03,Entertainment,Check,Failed,StreamMax,Entertainment transaction
TXN000332,CUST142,141.09,USD,2026-01-08,12:52:33,Health,Cash,Completed,HealthPlus,Health purchase
TXN000333,CUST102,387.14,USD,2026-04-20,22:02:32,Dining,Digital Wallet,Completed,NoodleHouse,Dining service
TXN000334,CUST045,148.36,USD,2026-01-22,06:51:12,Entertainment,Check,Completed,StreamMax,Entertainment transaction
TXN000335,CUST153,87.89,USD,2026-02-03,10:58:46,Automotive,Auto-Pay,Pending,GasStation,Automotive service
TXN000336,CUST004,30.95,USD,2026-04-11,22:39:37,Utilities,Debit Card,Pending,GasCompany,Utilities purchase
TXN000337,CUST074,101.67,USD,2026-04-22,17:56:22,Automotive,Mobile Payment,Completed,AutoParts,Payment for automotive
TXN000338,CUST104,134.54,USD,2026-01-19,19:38:43,Books,Auto-Pay,Completed,LibraryMember,Books purchase
TXN000339,CUST191,256.07,USD,2026-03-02,08:57:23,Electronics,Bank Transfer,Completed,GadgetWorld,Electronics purchase
TXN000340,CUST059,68.35,USD,2026-01-18,09:47:28,Beauty,Debit Card,Completed,SpaRelax,Beauty transaction
TXN000341,CUST105,330.34,USD,2026-04-05,15:48:33,Home,Digital Wallet,Completed,DesignStudio,Home service
TXN000342,CUST035,126.61,USD,2026-04-10,16:56:36,Electronics,Credit Card,Completed,ElectroHub,Electronics service
TXN000343,CUST013,98.96,USD,2026-02-16,22:12:17,Travel,Debit Card,Completed,RideShare,Travel transaction
TXN000344,CUST096,58.97,USD,2026-03-04,19:28:11,Home,Digital Wallet,Completed,BuildersHub,Payment for home
TXN000345,CUST192,129.53,USD,2026-04-17,22:05:18,Electronics,Cash,Pending,CompUSA,Electronics transaction
TXN000346,CUST174,488.5,USD,2026-01-27,08:41:26,Utilities,Credit Card,Completed,PowerCorp,Utilities transaction
TXN000347,CUST166,142.02,USD,2026-01-23,19:51:00,Clothing,Bank Transfer,Completed,UrbanWear,Clothing service
TXN000348,CUST090,97.3,USD,2026-02-28,08:13:29,Food,Debit Card,Completed,CafeElegant,Payment for food
TXN000349,CUST144,18.94,USD,2026-03-24,19:38:18,Food,Bank Transfer,Completed,CafeElegant,Payment for food
TXN000350,CUST067,117.17,USD,2026-03-25,22:57:41,Food,Credit Card,Completed,PizzaPlace,Food service
TXN000351,CUST170,240.8,USD,2026-02-10,21:08:46,Electronics,Check,Completed,CompUSA,Electronics purchase
TXN000352,CUST150,99.36,USD,2026-04-01,18:52:12,Travel,Mobile Payment,Pending,HotelBooking,Payment for travel
TXN000353,CUST130,23.66,USD,2026-02-08,05:53:42,Automotive,Digital Wallet,Completed,CarWash,Automotive transaction
TXN000354,CUST175,257.48,USD,2026-02-12,20:05:14,Travel,Auto-Pay,Completed,HotelBooking,Payment for travel
TXN000355,CUST119,96.89,USD,2026-04-19,03:30:03,Home,Mobile Payment,Pending,HomeDecor,Home purchase
TXN000356,CUST175,0.0,USD,2026-02-18,16:19:26,Electronics,Check,Refunded,ElectroHub,Electronics service
TXN000357,CUST037,148.13,USD,2026-02-10,22:11:49,Groceries,Auto-Pay,Completed,FarmFresh,Groceries purchase
TXN000358,CUST116,321.35,USD,2026-02-05,06:48:49,Entertainment,Debit Card,Completed,TheatreTickets,Entertainment service
TXN000359,CUST163,37.92,USD,2026-02-24,12:27:30,Health,Auto-Pay,Failed,PharmaCare,Payment for health
TXN000360,CUST194,44.84,USD,2026-04-17,16:12:01,Sports,Auto-Pay,Completed,SportsGear,Sports purchase
TXN000361,CUST099,50.72,USD,2026-03-06,18:19:10,Groceries,Auto-Pay,Completed,FreshMart,Groceries transaction
TXN000362,CUST088,41.4,USD,2026-03-04,11:48:12,Entertainment,Digital Wallet,Completed,EventTickets,Entertainment purchase
TXN000363,CUST151,99.64,USD,2026-03-06,05:07:23,Books,Credit Card,Completed,BookStore,Books purchase
TXN000364,CUST170,63.24,USD,2026-01-14,20:53:01,Electronics,Bank Transfer,Completed,TechMart,Electronics transaction
TXN000365,CUST053,102.75,USD,2026-03-30,21:40:00,Food,Bank Transfer,Completed,BurgerBar,Food transaction
TXN000366,CUST108,119.87,USD,2026-04-17,03:32:46,Dining,Mobile Payment,Completed,FineDining,Dining transaction
TXN000367,CUST200,15.52,USD,2026-02-03,16:12:22,Books,Mobile Payment,Pending,LibraryMember,Books service
TXN000368,CUST085,384.16,USD,2026-01-31,00:00:42,Groceries,Digital Wallet,Pending,FreshMart,Groceries purchase
TXN000369,CUST186,146.82,USD,2026-04-03,03:57:16,Sports,Bank Transfer,Completed,FitnessZone,Sports purchase
TXN000370,CUST045,26.23,USD,2026-04-22,01:54:18,Travel,Credit Card,Completed,TravelAgent,Travel transaction
TXN000371,CUST170,243.91,USD,2026-03-24,05:21:22,Automotive,Debit Card,Completed,AutoParts,Payment for automotive
TXN000372,CUST047,76.95,USD,2026-01-15,12:25:29,Food,Check,Completed,BurgerBar,Food transaction
TXN000373,CUST029,137.57,USD,2026-01-17,22:46:03,Home,Mobile Payment,Completed,FurnitureStore,Home service
TXN000374,CUST047,457.98,USD,2026-03-20,12:49:22,Dining,Digital Wallet,Completed,FineDining,Dining service
TXN000375,CUST029,11.73,USD,2026-04-24,13:28:02,Groceries,Cash,Failed,GroceryPlus,Payment for groceries
TXN000376,CUST133,44.8,USD,2026-03-08,22:44:39,Groceries,Auto-Pay,Completed,FarmFresh,Groceries service
TXN000377,CUST039,31.97,USD,2026-04-18,17:57:39,Electronics,Mobile Payment,Pending,TechMart,Electronics transaction
TXN000378,CUST020,41.18,USD,2026-04-07,15:20:15,Travel,Check,Completed,TravelAgent,Travel transaction
TXN000379,CUST021,0.0,USD,2026-02-28,14:51:36,Education,Debit Card,Refunded,OnlineCourses,Education purchase
TXN000380,CUST027,427.12,USD,2026-02-21,13:02:35,Utilities,Bank Transfer,Pending,PowerCorp,Utilities transaction
TXN000381,CUST168,445.51,USD,2026-03-27,14:21:23,Home,Auto-Pay,Completed,HomeMart,Home service
TXN000382,CUST184,227.61,USD,2026-03-26,11:45:28,Groceries,Auto-Pay,Completed,FreshMart,Payment for groceries
TXN000383,CUST141,125.06,USD,2026-03-08,11:44:06,Electronics,Check,Completed,ElectroHub,Electronics transaction
TXN000384,CUST049,187.72,USD,2026-01-16,12:13:29,Home,Check,Completed,FurnitureStore,Home purchase
TXN000385,CUST198,151.52,USD,2026-02-27,14:42:37,Utilities,Credit Card,Completed,WaterCorp,Utilities service
TXN000386,CUST150,34.31,USD,2026-03-03,16:49:58,Automotive,Digital Wallet,Completed,CarService,Payment for automotive
TXN000387,CUST130,144.9,USD,2026-04-23,12:26:38,Automotive,Bank Transfer,Completed,CarService,Automotive transaction
TXN000388,CUST036,108.21,USD,2026-02-22,19:44:56,Books,Auto-Pay,Completed,AcademicBooks,Books transaction
TXN000389,CUST052,196.44,USD,2026-01-27,19:45:18,Sports,Digital Wallet,Completed,SportsMart,Payment for sports
TXN000390,CUST182,398.54,USD,2026-01-15,11:35:30,Dining,Bank Transfer,Pending,NoodleHouse,Dining service
TXN000391,CUST004,0.0,USD,2026-03-08,03:01:24,Entertainment,Digital Wallet,Refunded,StreamMax,Payment for entertainment
TXN000392,CUST038,161.31,USD,2026-04-18,01:44:50,Food,Mobile Payment,Completed,PizzaPlace,Food transaction
TXN000393,CUST191,16.58,USD,2026-03-24,17:24:15,Utilities,Check,Completed,InternetISP,Payment for utilities
TXN000394,CUST142,451.16,USD,2026-01-07,00:47:16,Clothing,Mobile Payment,Completed,ClothingDirect,Payment for clothing
TXN000395,CUST194,34.84,USD,2026-03-17,17:47:38,Clothing,Debit Card,Completed,StyleStore,Clothing transaction
TXN000396,CUST189,28.21,USD,2026-03-07,03:24:02,Health,Bank Transfer,Completed,DoctorClinic,Health service
TXN000397,CUST182,140.53,USD,2026-01-20,01:09:59,Travel,Bank Transfer,Completed,CarRental,Payment for travel
TXN000398,CUST019,120.08,USD,2026-04-11,22:20:33,Clothing,Digital Wallet,Completed,StyleStore,Clothing service
TXN000399,CUST024,51.1,USD,2026-02-14,07:56:13,Sports,Mobile Payment,Cancelled,SportsMart,Sports purchase
TXN000400,CUST030,235.34,USD,2026-03-27,11:28:15,Automotive,Credit Card,Completed,CarWash,Payment for automotive
TXN000401,CUST098,82.36,USD,2026-04-12,03:24:16,Utilities,Auto-Pay,Completed,InternetISP,Utilities service
TXN000402,CUST125,142.75,USD,2026-01-06,09:57:41,Clothing,Digital Wallet,Failed,UrbanWear,Clothing purchase
TXN000403,CUST161,298.47,USD,2026-01-09,06:42:40,Beauty,Debit Card,Completed,CosmeticShop,Beauty service
TXN000404,CUST166,56.44,USD,2026-04-15,02:47:43,Entertainment,Debit Card,Completed,StreamMax,Entertainment transaction
TXN000405,CUST065,73.16,USD,2026-03-13,02:36:52,Clothing,Check,Completed,UrbanWear,Clothing purchase
TXN000406,CUST100,114.43,USD,2026-03-28,03:34:00,Sports,Credit Card,Completed,CycleShop,Sports purchase
TXN000407,CUST092,49.41,USD,2026-03-06,03:18:50,Sports,Mobile Payment,Completed,SportsMart,Sports purchase
TXN000408,CUST122,447.31,USD,2026-01-21,17:14:08,Books,Bank Transfer,Failed,LibraryMember,Books transaction
TXN000409,CUST077,199.48,USD,2026-03-28,23:41:23,Electronics,Credit Card,Completed,BestBuy,Electronics service
TXN000410,CUST138,136.79,USD,2026-03-12,02:19:13,Books,Digital Wallet,Completed,PublishingHouse,Books transaction
TXN000411,CUST158,447.99,USD,2026-04-17,08:12:07,Entertainment,Mobile Payment,Completed,TheatreTickets,Entertainment purchase
TXN000412,CUST075,56.32,USD,2026-03-27,02:16:06,Clothing,Digital Wallet,Completed,ClothingDirect,Clothing transaction
TXN000413,CUST026,55.97,USD,2026-02-06,19:04:57,Clothing,Bank Transfer,Completed,UrbanWear,Clothing transaction
TXN000414,CUST145,44.46,USD,2026-03-14,11:51:20,Health,Cash,Completed,GymMembership,Health service
TXN000415,CUST071,312.0,USD,2026-04-18,11:08:43,Books,Auto-Pay,Completed,PublishingHouse,Books service
TXN000416,CUST142,199.0,USD,2026-01-14,05:41:38,Groceries,Cash,Completed,GroceryPlus,Groceries purchase
TXN000417,CUST187,352.62,USD,2026-01-10,00:54:32,Sports,Cash,Pending,SportsGear,Payment for sports
TXN000418,CUST140,134.8,USD,2026-03-11,15:41:49,Entertainment,Bank Transfer,Completed,GameStore,Entertainment purchase
TXN000419,CUST102,116.01,USD,2026-02-16,16:00:42,Clothing,Digital Wallet,Completed,ClothingDirect,Clothing transaction
TXN000420,CUST145,164.15,USD,2026-03-14,21:55:09,Books,Mobile Payment,Completed,LibraryMember,Payment for books
TXN000421,CUST095,138.51,USD,2026-01-30,01:42:13,Utilities,Credit Card,Completed,InternetISP,Payment for utilities
TXN000422,CUST027,86.21,USD,2026-04-01,16:40:53,Food,Digital Wallet,Completed,CafeElegant,Food service
TXN000423,CUST094,146.17,USD,2026-03-17,20:57:53,Groceries,Cash,Completed,MegaMart,Payment for groceries
TXN000424,CUST089,303.96,USD,2026-03-04,15:56:38,Electronics,Cash,Completed,BestBuy,Payment for electronics
TXN000425,CUST055,68.05,USD,2026-01-20,05:10:23,Dining,Auto-Pay,Completed,FineDining,Dining service
TXN000426,CUST173,16.04,USD,2026-03-03,15:13:37,Entertainment,Digital Wallet,Completed,EventTickets,Entertainment purchase
TXN000427,CUST147,66.76,USD,2026-01-19,01:10:16,Automotive,Credit Card,Pending,CarService,Payment for automotive
TXN000428,CUST022,126.25,USD,2026-01-28,14:38:30,Home,Digital Wallet,Completed,BuildersHub,Home transaction
TXN000429,CUST160,358.79,USD,2026-03-26,16:16:10,Books,Debit Card,Completed,PublishingHouse,Books service
TXN000430,CUST034,125.71,USD,2026-01-14,00:12:33,Home,Debit Card,Completed,HomeDecor,Home purchase
TXN000431,CUST137,338.75,USD,2026-03-06,03:05:30,Sports,Credit Card,Pending,FitnessZone,Sports service
TXN000432,CUST134,141.38,USD,2026-02-23,11:55:02,Books,Mobile Payment,Completed,AcademicBooks,Books service
TXN000433,CUST090,28.74,USD,2026-03-17,23:58:48,Home,Mobile Payment,Completed,HomeDecor,Home purchase
TXN000434,CUST073,426.3,USD,2026-03-18,17:26:16,Clothing,Debit Card,Completed,FashionHub,Clothing service
TXN000435,CUST168,69.65,USD,2026-01-27,22:51:20,Health,Bank Transfer,Completed,DoctorClinic,Health service
TXN000436,CUST145,119.73,USD,2026-02-16,19:17:43,Health,Mobile Payment,Completed,GymMembership,Health service
TXN000437,CUST065,449.25,USD,2026-02-09,18:22:49,Books,Debit Card,Completed,LibraryMember,Books service
TXN000438,CUST180,364.91,USD,2026-01-21,03:13:32,Health,Credit Card,Completed,DoctorClinic,Health purchase
TXN000439,CUST024,46.83,USD,2026-04-16,04:30:59,Dining,Auto-Pay,Completed,TacoTruck,Dining purchase
TXN000440,CUST186,359.12,USD,2026-02-19,12:39:41,Utilities,Digital Wallet,Completed,InternetISP,Utilities service
TXN000441,CUST003,119.75,USD,2026-01-26,21:59:51,Utilities,Cash,Completed,InternetISP,Utilities purchase
TXN000442,CUST093,273.59,USD,2026-01-31,20:00:10,Groceries,Check,Completed,GroceryPlus,Groceries transaction
TXN000443,CUST133,111.66,USD,2026-01-02,23:45:04,Automotive,Auto-Pay,Completed,GasStation,Payment for automotive
TXN000444,CUST058,34.5,USD,2026-03-19,06:29:59,Health,Debit Card,Completed,HealthPlus,Payment for health
TXN000445,CUST088,71.99,USD,2026-01-15,16:16:56,Utilities,Check,Completed,TelecomPlus,Utilities transaction
TXN000446,CUST194,318.69,USD,2026-02-13,14:43:29,Automotive,Bank Transfer,Completed,CarWash,Automotive transaction
TXN000447,CUST174,11.36,USD,2026-03-31,07:51:20,Health,Bank Transfer,Completed,DoctorClinic,Health purchase
TXN000448,CUST103,316.79,USD,2026-03-28,23:52:21,Groceries,Auto-Pay,Completed,MegaMart,Payment for groceries
TXN000449,CUST047,232.2,USD,2026-04-06,21:59:58,Clothing,Cash,Pending,PremiumFashion,Clothing transaction
TXN000450,CUST059,191.96,USD,2026-01-26,07:53:39,Travel,Debit Card,Completed,HotelBooking,Travel service
TXN000451,CUST158,78.93,USD,2026-01-01,17:02:54,Education,Bank Transfer,Completed,TutorHub,Payment for education
TXN000452,CUST102,85.71,USD,2026-01-29,18:08:03,Utilities,Auto-Pay,Completed,GasCompany,Utilities transaction
TXN000453,CUST118,39.51,USD,2026-01-16,22:33:29,Travel,Debit Card,Completed,AirlineBookings,Payment for travel
TXN000454,CUST048,35.75,USD,2026-03-12,08:15:17,Education,Check,Completed,SkillBuild,Payment for education
TXN000455,CUST094,90.62,USD,2026-04-20,12:17:28,Entertainment,Cash,Completed,TheatreTickets,Payment for entertainment
TXN000456,CUST061,408.49,USD,2026-03-13,13:54:24,Clothing,Mobile Payment,Completed,StyleStore,Clothing transaction
TXN000457,CUST108,54.2,USD,2026-03-05,04:57:54,Sports,Mobile Payment,Completed,CycleShop,Sports purchase
TXN000458,CUST102,98.18,USD,2026-01-13,22:10:03,Clothing,Mobile Payment,Completed,UrbanWear,Payment for clothing
TXN000459,CUST093,67.65,USD,2026-02-16,17:35:59,Beauty,Auto-Pay,Pending,SpaRelax,Beauty transaction
TXN000460,CUST148,104.25,USD,2026-03-15,20:41:34,Entertainment,Mobile Payment,Completed,GameStore,Entertainment service
TXN000461,CUST021,374.2,USD,2026-02-18,19:18:29,Sports,Auto-Pay,Completed,FitnessZone,Sports service
TXN000462,CUST019,109.46,USD,2026-01-11,05:21:14,Travel,Check,Completed,TravelAgent,Travel service
TXN000463,CUST200,35.74,USD,2026-04-21,11:47:37,Utilities,Credit Card,Completed,GasCompany,Utilities transaction
TXN000464,CUST170,24.42,USD,2026-02-02,23:44:47,Groceries,Debit Card,Pending,SuperStore,Groceries service
TXN000465,CUST141,96.53,USD,2026-01-07,00:49:25,Utilities,Debit Card,Completed,PowerCorp,Utilities service
TXN000466,CUST080,127.39,USD,2026-01-30,07:47:18,Education,Credit Card,Completed,UniversityCourse,Payment for education
TXN000467,CUST084,28.92,USD,2026-04-21,15:29:55,Utilities,Digital Wallet,Completed,InternetISP,Utilities service
TXN000468,CUST162,84.73,USD,2026-04-06,20:56:36,Health,Auto-Pay,Completed,HealthPlus,Health transaction
TXN000469,CUST023,10.01,USD,2026-02-26,09:23:26,Food,Digital Wallet,Completed,PizzaPlace,Food service
TXN000470,CUST137,117.22,USD,2026-01-02,22:59:31,Beauty,Bank Transfer,Completed,BarberShop,Beauty purchase
TXN000471,CUST141,32.86,USD,2026-02-17,06:26:56,Utilities,Check,Completed,GasCompany,Utilities transaction
